------------------------------------------------------------------------------------------------------------------------------------------------------------------
Domain GRAPH
Species_1	Protein_1	Domain_1	Species_2	Protein_2	Domain_2	E-value_Domain	Weight_Domain	Relationship_domain
UP000000589_10090.fasta	sp|P08923|LTK_MOUSE	dom1-506-785	UP000005640_9606.fasta	sp|P29376|LTK_HUMAN	dom1-510-783	0.0	1.3887478330521312	Ortholog
UP000005640_9606.fasta	sp|O14986|PI51B_HUMAN	dom1-24-400	UP000000803_7227.fasta	tr|Q0E8Y1|Q0E8Y1_DROME	dom1-77-478	3.56e-178	1.2321564464677899	Ortholog
UP000005640_9606.fasta	sp|P21860|ERBB3_HUMAN	dom1-708-967	UP000000803_7227.fasta	sp|P04412|EGFR_DROME	dom1-938-1199	6.32e-96	0.6610389893282606	Ortholog
UP000000589_10090.fasta	sp|Q8K3G5|VRK3_MOUSE	dom1-145-433	UP000005640_9606.fasta	sp|Q8IV63|VRK3_HUMAN	dom1-166-454	1.99e-176	1.2200229352745509	Ortholog
UP000000589_10090.fasta	sp|P41242|MATK_MOUSE	dom1-227-478	UP000000803_7227.fasta	tr|Q8INJ8|Q8INJ8_DROME	dom1-798-1046	5.87e-99	0.6820929548732604	Ortholog
UP000000589_10090.fasta	sp|Q5F2E8|TAOK1_MOUSE	dom1-27-308	UP000005640_9606.fasta	sp|Q7L7X3|TAOK1_HUMAN	dom1-27-308	0.0	1.3887478330521312	Ortholog
UP000005640_9606.fasta	sp|Q6P0Q8|MAST2_HUMAN	dom1-511-785	UP000000803_7227.fasta	tr|Q9VUQ9|Q9VUQ9_DROME	dom1-835-1110	4.68e-161	1.1132879932266213	Ortholog
UP000000589_10090.fasta	sp|Q3UHJ0|AAK1_MOUSE	dom1-46-313	UP000005640_9606.fasta	sp|Q2M2I8|AAK1_HUMAN	dom1-46-313	0.0	1.3887478330521312	Ortholog
UP000000589_10090.fasta	sp|P97377|CDK2_MOUSE	dom1-3-334	UP000005640_9606.fasta	sp|P24941|CDK2_HUMAN	dom1-3-286	0.0	1.3887478330521312	Ortholog
UP000000589_10090.fasta	sp|Q9DC28|KC1D_MOUSE	dom1-9-275	UP000000803_7227.fasta	sp|O76324|DCO_DROME	dom1-9-275	5.85e-180	1.2445461195137437	Ortholog
UP000000589_10090.fasta	sp|Q9JJX8|ST32B_MOUSE	dom1-20-331	UP000005640_9606.fasta	sp|Q9NY57|ST32B_HUMAN	dom1-20-331	0.0	1.3887478330521312	Ortholog
UP000000589_10090.fasta	sp|P27038|AVR2A_MOUSE	dom1-192-481	UP000000803_7227.fasta	tr|A0A0B4KG59|A0A0B4KG59_DROME	dom1-202-489	1.53e-135	0.9361223381885325	Ortholog
UP000000589_10090.fasta	sp|Q7TS72|IP3KC_MOUSE	dom1-462-673	UP000000803_7227.fasta	tr|Q7KV26|Q7KV26_DROME	dom1-441-651	1.68e-90	0.6233720359896425	Ortholog
UP000000803_7227.fasta	tr|Q9VBU2|Q9VBU2_DROME	dom1-9-276	UP000005640_9606.fasta	sp|Q9BVS4|RIOK2_HUMAN	dom1-9-276	6.16e-136	0.9388658839602588	Ortholog
UP000000589_10090.fasta	sp|Q8BTH8|KC1G1_MOUSE	dom1-44-313	UP000000803_7227.fasta	tr|A0A0B4KHL4|A0A0B4KHL4_DROME	dom1-62-336	1.43e-165	1.1446383493408858	Ortholog
UP000005640_9606.fasta	sp|Q8NI60|COQ8A_HUMAN	dom1-295-545	UP000000803_7227.fasta	tr|Q9VYI6|Q9VYI6_DROME	dom1-313-563	3.84e-90	0.6208790812653335	Ortholog
UP000000589_10090.fasta	sp|Q14AX6|CDK12_MOUSE	dom1-723-1016	UP000000803_7227.fasta	sp|Q9VP22|CDK12_DROME	dom1-797-1098	2.10e-162	1.1226483380355798	Ortholog
UP000000589_10090.fasta	sp|Q9JLN9|MTOR_MOUSE	dom1-2115-2482	UP000005640_9606.fasta	sp|P42345|MTOR_HUMAN	dom1-2115-2482	0.0	1.3887478330521312	Ortholog
UP000000589_10090.fasta	sp|Q61006|MUSK_MOUSE	dom1-574-860	UP000000803_7227.fasta	sp|Q9V6K3|ROR2_DROME	dom1-439-713	9.48e-130	0.8959033891749578	Ortholog
UP000000589_10090.fasta	sp|Q571I4|PRAG1_MOUSE	dom1-972-1294	UP000005640_9606.fasta	sp|Q86YV5|PRAG1_HUMAN	dom1-994-1327	0.0	1.3887478330521312	Ortholog
UP000005640_9606.fasta	sp|Q13882|PTK6_HUMAN	dom1-190-450	UP000000803_7227.fasta	sp|Q9V9J3|SRC42_DROME	dom1-241-502	9.94e-94	0.6457858906342644	Ortholog
UP000000589_10090.fasta	sp|Q9ES74|NEK7_MOUSE	dom1-28-300	UP000000803_7227.fasta	tr|Q9W3N8|Q9W3N8_DROME	dom1-18-281	2.28e-57	0.3933077262041288	Ortholog
UP000000589_10090.fasta	sp|P20444|KPCA_MOUSE	dom1-339-643	UP000000803_7227.fasta	sp|P05130|KPC1_DROME	dom1-350-620	6.91e-170	1.1746065414983828	Ortholog
UP000000589_10090.fasta	sp|Q6P4S6|SIK3_MOUSE	dom1-5-276	UP000000803_7227.fasta	tr|Q9W532|Q9W532_DROME	dom1-138-402	1.75e-148	1.0259858036412657	Ortholog
UP000000589_10090.fasta	sp|C0HKC9|SMK3B_MOUSE	dom1-22-308	UP000000803_7227.fasta	tr|A1ZBL9|A1ZBL9_DROME	dom1-247-537	1.51e-80	0.5542563639822542	Ortholog
UP000000803_7227.fasta	tr|X2JAG8|X2JAG8_DROME	dom1-592-908	UP000005640_9606.fasta	sp|Q13523|PRP4B_HUMAN	dom1-687-1003	0.0	1.3887478330521312	Ortholog
UP000000589_10090.fasta	sp|Q9Z2B9|KS6A4_MOUSE	dom2-405-674	UP000000803_7227.fasta	tr|Q9VR61|Q9VR61_DROME	dom2-568-856	6.27e-63	0.4319195495629641	Ortholog
UP000005640_9606.fasta	sp|P49841|GSK3B_HUMAN	dom1-48-371	UP000000589_10090.fasta	sp|Q9WV60|GSK3B_MOUSE	dom1-48-371	0.0	1.3887478330521312	Ortholog
UP000000589_10090.fasta	sp|Q8C0N0|SMKZ_MOUSE	dom1-26-286	UP000000803_7227.fasta	tr|A1ZBL9|A1ZBL9_DROME	dom1-247-537	3.28e-74	0.5102546048163743	Ortholog
UP000000589_10090.fasta	sp|P36898|BMR1B_MOUSE	dom1-204-493	UP000005640_9606.fasta	sp|O00238|BMR1B_HUMAN	dom1-204-493	0.0	1.3887478330521312	Ortholog
UP000000589_10090.fasta	sp|Q8CBQ5|P4K2B_MOUSE	dom1-117-415	UP000005640_9606.fasta	sp|Q8TCG2|P4K2B_HUMAN	dom1-129-427	0.0	1.3887478330521312	Ortholog
UP000000803_7227.fasta	tr|Q7JQT0|Q7JQT0_DROME	dom1-370-644	UP000000589_10090.fasta	sp|Q01887|RYK_MOUSE	dom1-317-586	7.29e-79	0.5425648391282618	Ortholog
UP000000589_10090.fasta	sp|Q3UMW7|MAPK3_MOUSE	dom1-42-306	UP000005640_9606.fasta	sp|Q16644|MAPK3_HUMAN	dom1-40-304	0.0	1.3887478330521312	Ortholog
UP000000589_10090.fasta	sp|Q63844|MK03_MOUSE	dom1-43-331	UP000005640_9606.fasta	sp|P27361|MK03_HUMAN	dom1-20-330	0.0	1.3887478330521312	Ortholog
UP000005640_9606.fasta	sp|Q14164|IKKE_HUMAN	dom1-9-304	UP000000803_7227.fasta	tr|Q9V3Y8|Q9V3Y8_DROME	dom1-10-330	2.31e-138	0.9557111780602355	Ortholog
UP000005640_9606.fasta	sp|P51813|BMX_HUMAN	dom1-412-674	UP000000803_7227.fasta	sp|P08630|BTKL_DROME	dom1-518-779	2.80e-111	0.7676500986086411	Ortholog
UP000000589_10090.fasta	sp|Q566J8|COQ8B_MOUSE	dom1-175-425	UP000000803_7227.fasta	tr|Q9VYI6|Q9VYI6_DROME	dom1-313-563	2.03e-94	0.6505763092528812	Ortholog
UP000005640_9606.fasta	sp|Q99759|M3K3_HUMAN	dom1-360-625	UP000000803_7227.fasta	tr|Q8MSQ4|Q8MSQ4_DROME	dom1-1280-1542	1.88e-60	0.41472066932024354	Ortholog
UP000000589_10090.fasta	sp|Q3UHC2|LRRK1_MOUSE	dom1-1241-1525	UP000000803_7227.fasta	tr|A0A0B4KHT3|A0A0B4KHT3_DROME	dom1-1796-2094	3.10e-50	0.343775070825247	Ortholog
UP000005640_9606.fasta	sp|Q9HBY8|SGK2_HUMAN	dom1-95-381	UP000000803_7227.fasta	sp|Q8INB9|AKT1_DROME	dom1-261-553	8.11e-108	0.7436118261407263	Ortholog
UP000000589_10090.fasta	sp|A2AAJ9|OBSCN_MOUSE	dom1-7415-7689	UP000000803_7227.fasta	tr|D1YSG0|D1YSG0_DROME	dom1-7986-8244	2.51e-65	0.4485678156687693	Ortholog
UP000000803_7227.fasta	tr|Q9W3Y1|Q9W3Y1_DROME	dom2-446-561	UP000005640_9606.fasta	sp|O00311|CDC7_HUMAN	dom1-58-472	1.27e-34	0.23536634565616063	Ortholog
UP000000803_7227.fasta	tr|A0A0B4KHT3|A0A0B4KHT3_DROME	dom1-1796-2094	UP000005640_9606.fasta	sp|Q38SD2|LRRK1_HUMAN	dom1-1242-1525	1.05e-48	0.3331523469666752	Ortholog
UP000000589_10090.fasta	sp|P14234|FGR_MOUSE	dom1-251-502	UP000005640_9606.fasta	sp|P09769|FGR_HUMAN	dom1-263-514	4.40e-177	1.2245738647004272	Ortholog
UP000000589_10090.fasta	sp|Q5SYL1|KS6R_MOUSE	dom1-98-276	UP000000803_7227.fasta	sp|Q9VWQ2|S6KL_DROME	dom1-157-433	1.46e-38	0.2627208649182721	Ortholog
UP000000589_10090.fasta	sp|Q62407|SPEG_MOUSE	dom1-1606-1863	UP000000803_7227.fasta	tr|D1YSG0|D1YSG0_DROME	dom1-7986-8244	6.97e-66	0.45243159644049263	Ortholog
UP000000589_10090.fasta	sp|Q60670|SIK1_MOUSE	dom1-24-292	UP000000803_7227.fasta	tr|Q9W532|Q9W532_DROME	dom1-138-402	1.27e-150	1.0408400888263967	Ortholog
UP000005640_9606.fasta	sp|Q8NCB2|CAMKV_HUMAN	dom1-24-286	UP000000589_10090.fasta	sp|Q3UHL1|CAMKV_MOUSE	dom1-24-286	0.0	1.3887478330521312	Ortholog
UP000000589_10090.fasta	sp|Q9Z265|CHK2_MOUSE	dom1-222-490	UP000005640_9606.fasta	sp|O96017|CHK2_HUMAN	dom1-218-486	0.0	1.3887478330521312	Ortholog
UP000005640_9606.fasta	sp|Q13554|KCC2B_HUMAN	dom1-13-272	UP000000803_7227.fasta	sp|Q00168|KCC2A_DROME	dom1-12-294	1.80e-171	1.1856068515680722	Ortholog
UP000005640_9606.fasta	sp|P11362|FGFR1_HUMAN	dom1-471-779	UP000000589_10090.fasta	sp|P16092|FGFR1_MOUSE	dom1-471-758	0.0	1.3887478330521312	Ortholog
UP000005640_9606.fasta	sp|Q96QS6|KPSH2_HUMAN	dom1-62-320	UP000000589_10090.fasta	sp|Q91YA2|KPSH1_MOUSE	dom1-97-355	1.20e-147	1.0201798433739815	Ortholog
UP000000589_10090.fasta	sp|Q9Z2E3|ERN2_MOUSE	dom1-506-768	UP000005640_9606.fasta	sp|Q76MJ5|ERN2_HUMAN	dom1-518-781	3.84e-174	1.2041531711472286	Ortholog
UP000000589_10090.fasta	tr|A0A087WSA6|A0A087WSA6_MOUSE	dom1-25-296	UP000000589_10090.fasta	sp|Q9QYZ6|SMK2A_MOUSE	dom1-25-308	1.78e-108	0.8163930546309072	In_Paralog
UP000000589_10090.fasta	sp|P68404|KPCB_MOUSE	dom1-342-600	UP000000589_10090.fasta	sp|P68404|KPCB_MOUSE	dom1-342-600	0.0	1.3887478330521312	Ortholog
UP000000589_10090.fasta	tr|Q3UTA8|Q3UTA8_MOUSE	dom1-23-287	UP000000803_7227.fasta	tr|A1ZBL9|A1ZBL9_DROME	dom1-247-537	1.02e-86	0.5971018508629253	Ortholog
UP000000589_10090.fasta	sp|Q61097|KSR1_MOUSE	dom1-551-829	UP000000803_7227.fasta	tr|Q24171|Q24171_DROME	dom1-676-942	5.45e-98	0.675373092961525	Ortholog
UP000000589_10090.fasta	sp|P51954|NEK1_MOUSE	dom1-1-299	UP000005640_9606.fasta	sp|Q96PY6|NEK1_HUMAN	dom1-1-258	0.0	1.3887478330521312	Ortholog
UP000000803_7227.fasta	tr|Q9VPR6|Q9VPR6_DROME	dom1-100-304	UP000000589_10090.fasta	sp|Q8BWD2|IP6K3_MOUSE	dom1-193-390	2.01e-29	0.19926312145389577	Ortholog
UP000000803_7227.fasta	tr|A1ZBC4|A1ZBC4_DROME	dom1-40-305	UP000005640_9606.fasta	sp|Q9Y2K2|SIK3_HUMAN	dom1-63-338	2.43e-138	0.9555584554216158	Ortholog
UP000000589_10090.fasta	sp|Q8BLK9|KS6C1_MOUSE	dom1-336-1046	UP000005640_9606.fasta	sp|Q96S38|KS6C1_HUMAN	dom1-337-1056	0.0	1.3887478330521312	Ortholog
UP000000803_7227.fasta	sp|P11346|KRAF1_DROME	dom1-422-691	UP000005640_9606.fasta	sp|P04049|RAF1_HUMAN	dom1-342-613	1.33e-143	0.992094707142209	Ortholog
UP000005640_9606.fasta	sp|Q9Y463|DYR1B_HUMAN	dom1-111-431	UP000000803_7227.fasta	sp|P49657|MNB_DROME	dom1-164-484	0.0	1.3887478330521312	Ortholog
UP000000589_10090.fasta	sp|Q61194|P3C2A_MOUSE	dom1-1043-1395	UP000005640_9606.fasta	sp|O00443|P3C2A_HUMAN	dom1-1043-1395	0.0	1.3887478330521312	Ortholog
UP000000589_10090.fasta	tr|A2AQX6|A2AQX6_MOUSE	dom1-21-307	UP000000803_7227.fasta	tr|A1ZBL9|A1ZBL9_DROME	dom1-247-537	1.67e-78	0.5400651698068751	Ortholog
UP000000803_7227.fasta	tr|Q59DZ7|Q59DZ7_DROME	dom1-759-1040	UP000005640_9606.fasta	sp|Q16832|DDR2_HUMAN	dom1-563-852	1.24e-95	0.6590065248856167	Ortholog
UP000000589_10090.fasta	sp|Q80XP9|WNK3_MOUSE	dom1-143-404	UP000000803_7227.fasta	tr|M9PGC5|M9PGC5_DROME	dom1-468-729	5.21e-143	0.9879771664578626	Ortholog
UP000000589_10090.fasta	sp|Q9CXB8|ALPK1_MOUSE	dom1-991-1217	UP000005640_9606.fasta	sp|Q96QP1|ALPK1_HUMAN	dom1-1004-1231	6.52e-159	1.0984006043557413	Ortholog
UP000000589_10090.fasta	sp|P05532|KIT_MOUSE	dom1-592-928	UP000005640_9606.fasta	sp|P10721|KIT_HUMAN	dom1-589-926	0.0	1.3887478330521312	Ortholog
UP000005640_9606.fasta	sp|Q9Y2K2|SIK3_HUMAN	dom1-63-338	UP000000803_7227.fasta	tr|Q9W532|Q9W532_DROME	dom1-138-402	1.47e-147	1.0195678493629987	Ortholog
UP000000589_10090.fasta	sp|P36895|BMR1A_MOUSE	dom1-234-523	UP000000803_7227.fasta	tr|Q9VMT1|Q9VMT1_DROME	dom1-266-561	9.30e-146	1.0070610251472947	Ortholog
UP000005640_9606.fasta	sp|Q13131|AAPK1_HUMAN	dom1-27-295	UP000000803_7227.fasta	tr|O18645|O18645_DROME	dom1-27-320	2.97e-164	1.135490525629994	Ortholog
UP000005640_9606.fasta	sp|Q96GD4|AURKB_HUMAN	dom1-76-341	UP000000803_7227.fasta	tr|Q9VGF9|Q9VGF9_DROME	dom1-149-409	1.64e-119	0.824813141023914	Ortholog
UP000000589_10090.fasta	sp|Q60750|EPHA1_MOUSE	dom1-614-889	UP000005640_9606.fasta	sp|P21709|EPHA1_HUMAN	dom1-613-886	0.0	1.3887478330521312	Ortholog
UP000000589_10090.fasta	sp|O70293|GRK6_MOUSE	dom1-186-452	UP000000803_7227.fasta	sp|P32866|GPRK2_DROME	dom1-309-574	2.59e-136	0.9414786807166053	Ortholog
UP000000803_7227.fasta	tr|A0A4D6K026|A0A4D6K026_DROME	dom1-763-1036	UP000005640_9606.fasta	sp|P51841|GUC2F_HUMAN	dom1-524-811	3.60e-76	0.5238613570974996	Ortholog
UP000000589_10090.fasta	sp|O88904|HIPK1_MOUSE	dom1-190-518	UP000000589_10090.fasta	sp|O88904|HIPK1_MOUSE	dom1-190-518	0.0	1.3887478330521312	Ortholog
UP000000803_7227.fasta	tr|Q9VXN5|Q9VXN5_DROME	dom1-203-429	UP000000589_10090.fasta	sp|O70551|SRPK1_MOUSE	dom1-80-646	1.93e-49	0.3382603836272885	Ortholog
UP000000589_10090.fasta	sp|Q9WTR2|M3K6_MOUSE	dom1-640-935	UP000000803_7227.fasta	tr|Q9VDS9|Q9VDS9_DROME	dom1-580-853	9.34e-144	0.9931606041891674	Ortholog
UP000000803_7227.fasta	tr|Q8INJ8|Q8INJ8_DROME	dom1-798-1046	UP000005640_9606.fasta	sp|P41240|CSK_HUMAN	dom1-192-446	3.46e-116	0.8017305393499928	Ortholog
UP000000589_10090.fasta	sp|P06240|LCK_MOUSE	dom1-244-499	UP000005640_9606.fasta	sp|P06239|LCK_HUMAN	dom1-244-509	0.0	1.3887478330521312	Ortholog
UP000000589_10090.fasta	sp|Q3V129|ULK4_MOUSE	dom1-1-280	UP000005640_9606.fasta	sp|Q96C45|ULK4_HUMAN	dom1-1-280	0.0	1.3887478330521312	Ortholog
UP000000589_10090.fasta	sp|Q6XUX1|DUSTY_MOUSE	dom1-650-911	UP000005640_9606.fasta	sp|Q6XUX3|DUSTY_HUMAN	dom1-652-908	0.0	1.3887478330521312	Ortholog
UP000005640_9606.fasta	sp|P42681|TXK_HUMAN	dom1-269-525	UP000000803_7227.fasta	sp|P08630|BTKL_DROME	dom1-518-779	1.78e-107	0.7412412395050932	Ortholog
UP000000589_10090.fasta	sp|Q6U7H8|PI5L1_MOUSE	dom1-42-393	UP000005640_9606.fasta	sp|Q5T9C9|PI5L1_HUMAN	dom1-50-392	0.0	1.3887478330521312	Ortholog
UP000000589_10090.fasta	sp|Q8C0X8|SMKX_MOUSE	dom1-14-307	UP000000589_10090.fasta	tr|A0A087WRH8|A0A087WRH8_MOUSE	dom1-23-293	3.93e-85	0.639521302034336	In_Paralog
UP000000589_10090.fasta	sp|Q9D0L4|ADCK1_MOUSE	dom1-117-369	UP000005640_9606.fasta	sp|Q86TW2|ADCK1_HUMAN	dom1-124-376	4.46e-175	1.2106455420308064	Ortholog
UP000005640_9606.fasta	sp|Q05513|KPCZ_HUMAN	dom1-243-518	UP000000803_7227.fasta	sp|A1Z9X0|APKC_DROME	dom1-264-548	2.55e-165	1.142894053294877	Ortholog
UP000000803_7227.fasta	tr|Q9VJ30|Q9VJ30_DROME	dom1-46-316	UP000005640_9606.fasta	sp|Q9NSY1|BMP2K_HUMAN	dom1-51-317	1.96e-133	0.9214879590507042	Ortholog
UP000005640_9606.fasta	sp|Q9UKI8|TLK1_HUMAN	dom1-456-734	UP000000803_7227.fasta	tr|B7Z126|B7Z126_DROME	dom1-1161-1429	1.10e-160	1.1107108464326165	Ortholog
UP000000589_10090.fasta	sp|Q5SDA5|GUC2F_MOUSE	dom1-524-811	UP000000803_7227.fasta	tr|A0A4D6K026|A0A4D6K026_DROME	dom1-763-1036	7.50e-85	0.5841416318805404	Ortholog
UP000000589_10090.fasta	sp|Q9Z2E3|ERN2_MOUSE	dom1-506-768	UP000000803_7227.fasta	tr|A8JR46|A8JR46_DROME	dom1-548-812	1.53e-97	0.6722602499086275	Ortholog
UP000000589_10090.fasta	sp|Q60592|MAST2_MOUSE	dom1-421-726	UP000000803_7227.fasta	tr|Q9VUQ9|Q9VUQ9_DROME	dom1-835-1110	2.60e-162	1.1220042780833819	Ortholog
UP000005640_9606.fasta	sp|P06241|FYN_HUMAN	dom1-271-536	UP000000803_7227.fasta	sp|Q9V9J3|SRC42_DROME	dom1-241-502	3.59e-127	0.8780004429250914	Ortholog
UP000000589_10090.fasta	sp|O70172|PI42A_MOUSE	dom1-25-405	UP000005640_9606.fasta	sp|P48426|PI42A_HUMAN	dom1-25-405	0.0	1.3887478330521312	Ortholog
UP000000589_10090.fasta	sp|Q03137|EPHA4_MOUSE	dom1-597-883	UP000000589_10090.fasta	sp|Q03137|EPHA4_MOUSE	dom1-597-883	0.0	1.3887478330521312	Ortholog
UP000000803_7227.fasta	tr|Q8MQJ7|Q8MQJ7_DROME	dom1-1-274	UP000005640_9606.fasta	sp|O75385|ULK1_HUMAN	dom1-7-278	1.80e-122	0.8453636324703001	Ortholog
UP000000589_10090.fasta	sp|Q99PW4|PRPK_MOUSE	dom1-27-244	UP000005640_9606.fasta	sp|Q96S44|PRPK_HUMAN	dom1-36-253	3.25e-142	0.9824565769253389	Ortholog
UP000005640_9606.fasta	sp|Q8IU85|KCC1D_HUMAN	dom1-23-279	UP000000589_10090.fasta	sp|Q8BW96|KCC1D_MOUSE	dom1-23-279	0.0	1.3887478330521312	Ortholog
UP000005640_9606.fasta	sp|Q96DU7|IP3KC_HUMAN	dom1-467-678	UP000000803_7227.fasta	tr|Q7KV26|Q7KV26_DROME	dom1-441-651	2.05e-88	0.6088843090480037	Ortholog
UP000000803_7227.fasta	sp|Q27324|RYK1_DROME	dom1-343-602	UP000000589_10090.fasta	sp|Q01887|RYK_MOUSE	dom1-317-586	2.21e-89	0.6156014155891979	Ortholog
UP000000589_10090.fasta	sp|Q60806|PLK3_MOUSE	dom1-58-322	UP000005640_9606.fasta	sp|Q9H4B4|PLK3_HUMAN	dom1-58-321	0.0	1.3887478330521312	Ortholog
UP000000589_10090.fasta	sp|Q9R0A5|NEK3_MOUSE	dom1-1-309	UP000005640_9606.fasta	sp|P51956|NEK3_HUMAN	dom1-3-263	4.98e-169	1.1686505402345613	Ortholog
UP000000803_7227.fasta	tr|Q9VHF6|Q9VHF6_DROME	dom1-6-296	UP000005640_9606.fasta	sp|Q6PHR2|ULK3_HUMAN	dom1-11-274	1.06e-97	0.673366981702534	Ortholog
UP000000589_10090.fasta	sp|Q8C0X8|SMKX_MOUSE	dom1-14-307	UP000000589_10090.fasta	tr|J3QK59|J3QK59_MOUSE	dom1-23-287	2.78e-85	0.6406604513704258	In_Paralog
UP000000589_10090.fasta	sp|Q922Q2|RIOK1_MOUSE	dom1-130-370	UP000000803_7227.fasta	tr|Q9VTL5|Q9VTL5_DROME	dom1-196-395	4.10e-100	0.6901189052603214	Ortholog
UP000005640_9606.fasta	sp|O43781|DYRK3_HUMAN	dom1-209-522	UP000000803_7227.fasta	sp|P83102|DYRK3_DROME	dom1-276-589	3.56e-164	1.1349440981541405	Ortholog
UP000000589_10090.fasta	sp|O35099|M3K5_MOUSE	dom1-684-949	UP000000589_10090.fasta	sp|O35099|M3K5_MOUSE	dom1-684-949	0.0	1.3887478330521312	Ortholog
UP000005640_9606.fasta	sp|P08631|HCK_HUMAN	dom1-261-516	UP000000803_7227.fasta	sp|Q9V9J3|SRC42_DROME	dom1-241-502	1.54e-111	0.7694529523703628	Ortholog
UP000005640_9606.fasta	sp|Q5VST9|OBSCN_HUMAN	dom1-6467-6723	UP000000803_7227.fasta	tr|D1YSG0|D1YSG0_DROME	dom1-7986-8244	2.20e-65	0.44896535196204396	Ortholog
UP000000589_10090.fasta	tr|A2AQX6|A2AQX6_MOUSE	dom1-21-307	UP000000589_10090.fasta	tr|Q3UT86|Q3UT86_MOUSE	dom1-29-294	4.45e-85	0.6391124033637764	In_Paralog
UP000000589_10090.fasta	tr|A2AQX6|A2AQX6_MOUSE	dom1-21-307	UP000000589_10090.fasta	sp|Q9QYZ6|SMK2A_MOUSE	dom1-25-308	1.20e-82	0.6206946464370182	In_Paralog
UP000005640_9606.fasta	sp|Q13464|ROCK1_HUMAN	dom1-76-343	UP000000589_10090.fasta	sp|P70335|ROCK1_MOUSE	dom1-76-343	0.0	1.3887478330521312	Ortholog
