Species_1	Protein_1	Domain_1	Species_2	Protein_2	Domain_2	E-value_Full	E-value_Domain	Weight_Full	Weight_Domain	Relationship
UP000000803_7227.fasta	tr|A1Z6I7|A1Z6I7_DROME	dom1_1175_1436	UP000000589_10090.fasta	sp|O08901|BUB1_MOUSE	dom1_763_1039	1.91057582943e-49	4.49326162158e-57	0.334999108554	0.445867567057	Ortholog
UP000000803_7227.fasta	tr|A1Z782|A1Z782_DROME	dom1_155_435	UP000000589_10090.fasta	sp|Q8BX57|PXK_MOUSE	dom1_149_396	4.12431812546e-127	2.3953079134e-69	0.86904261434	0.542983286048	Ortholog
UP000000803_7227.fasta	tr|A1Z7L8|A1Z7L8_DROME	dom1_324_614	UP000000589_10090.fasta	sp|Q64729|TGFR1_MOUSE	dom1_205_494	1e-200	8.03498599874e-167	1.37523445952	1.31428122423	Ortholog
UP000000803_7227.fasta	sp|A1Z7T0|PKN_DROME	dom1_862_1122	UP000000589_10090.fasta	sp|Q8BWW9|PKN2_MOUSE	dom1_655_915	1e-200	3.91910704115e-164	1.37523445952	1.29300994514	Ortholog
UP000000803_7227.fasta	tr|A1Z840|A1Z840_DROME	dom1_53_337	UP000000589_10090.fasta	sp|Q3UMM4|CDK10_MOUSE	dom1_38_323	4.11310101991e-157	1.94399074072e-143	1.07533591627	1.12924996484	Ortholog
UP000000803_7227.fasta	sp|A1Z9X0|APKC_DROME	dom1_264_548	UP000000589_10090.fasta	sp|Q62074|KPCI_MOUSE	dom1_253_521	1e-200	1e-200	1.37523445952	1.58256552759	Ortholog
UP000000803_7227.fasta	tr|A1ZAH6|A1ZAH6_DROME	dom1_26_289	UP000000589_10090.fasta	sp|Q8QZX0|SBK1_MOUSE	dom1_51_328	9.12162266266e-54	2.03938716285e-58	0.364711682874	0.456494985368	Ortholog
UP000000803_7227.fasta	tr|A1ZBH7|A1ZBH7_DROME	dom1_25_305	UP000000589_10090.fasta	sp|Q99JP0|M4K3_MOUSE	dom1_15_300	2.24574931816e-159	3.66278582502e-169	1.09089537464	1.33280652739	Ortholog
UP000000803_7227.fasta	tr|A1ZBL9|A1ZBL9_DROME	dom1_247_537	UP000000589_10090.fasta	sp|Q03141|MARK3_MOUSE	dom1_55_329	1e-200	1e-200	1.37523445952	1.58256552759	Ortholog
UP000000803_7227.fasta	tr|A4V2C3|A4V2C3_DROME	dom1_280_573	UP000000589_10090.fasta	sp|Q8C078|KKCC2_MOUSE	dom1_162_446	4.58126620052e-127	1.01008415491e-107	0.868728831419	0.84663807665	Ortholog
UP000000803_7227.fasta	sp|A4VCL2|FA20C_DROME	dom1_756_966	UP000000589_10090.fasta	sp|Q5MJS3|FA20C_MOUSE	dom1_349_565	8.87073841346e-144	1.12489999556e-104	0.983650476125	0.822529618745	Ortholog
UP000000803_7227.fasta	tr|A8JR46|A8JR46_DROME	dom1_548_812	UP000000589_10090.fasta	sp|Q9EQY0|ERN1_MOUSE	dom1_571_832	7.32120208709e-174	2.63495730516e-110	1.19050896227	0.867081531339	Ortholog
UP000000803_7227.fasta	tr|B7YZL9|B7YZL9_DROME	dom1_457_740	UP000000589_10090.fasta	sp|P34152|FAK1_MOUSE	dom1_415_738	4.47749930207e-171	1.04979998095e-116	1.17134883043	0.917720993425	Ortholog
UP000000803_7227.fasta	tr|B7Z0W0|B7Z0W0_DROME	dom1_565_824	UP000000589_10090.fasta	sp|Q61036|PAK3_MOUSE	dom1_282_541	1e-200	2.05e-172	1.37523445952	1.35853949916	Ortholog
UP000000803_7227.fasta	tr|B7Z126|B7Z126_DROME	dom1_1161_1429	UP000000589_10090.fasta	sp|O55047|TLK2_MOUSE	dom1_408_687	1e-200	1.27937484734e-162	1.37523445952	1.28103142213	Ortholog
UP000000803_7227.fasta	tr|E1JHB7|E1JHB7_DROME	dom1_935_1335	UP000000589_10090.fasta	sp|P26618|PGFRA_MOUSE	dom1_593_955	4.03995049475e-86	1.17847358901e-93	0.587181271442	0.735328628617	Ortholog
UP000000803_7227.fasta	tr|M9PDM4|M9PDM4_DROME	dom1_1805_2153	UP000000589_10090.fasta	sp|E9Q3L2|PI4KA_MOUSE	dom1_1736_2104	1e-200	1e-200	1.37523445952	1.58256552759	Ortholog
UP000000803_7227.fasta	tr|M9PE01|M9PE01_DROME	dom1_195_489	UP000000589_10090.fasta	sp|O35495|CDK14_MOUSE	dom1_128_419	9.02574096681e-156	1.16498927034e-150	1.06611281361	1.18639935172	Ortholog
UP000000803_7227.fasta	tr|M9PE88|M9PE88_DROME	dom1_224_527	UP000000589_10090.fasta	sp|O35607|BMPR2_MOUSE	dom1_203_503	2.57685855258e-112	1.75997159068e-111	0.767304567671	0.876381223858	Ortholog
UP000000803_7227.fasta	tr|M9PGC5|M9PGC5_DROME	dom1_468_729	UP000000589_10090.fasta	sp|Q80XP9|WNK3_MOUSE	dom1_143_404	2.1278157815e-148	7.83e-144	1.01541856918	1.13237499709	Ortholog
UP000000803_7227.fasta	tr|O17432|O17432_DROME	dom1_48_347	UP000000589_10090.fasta	sp|Q99J95|CDK9_MOUSE	dom1_16_315	1e-200	2.05192592459e-173	1.37523445952	1.36644909981	Ortholog
UP000000803_7227.fasta	tr|O18645|O18645_DROME	dom1_27_320	UP000000589_10090.fasta	sp|Q8BRK8|AAPK2_MOUSE	dom1_16_284	1e-200	1.46355731012e-168	1.37523445952	1.32804618446	Ortholog
UP000000803_7227.fasta	sp|O61267|LOK_DROME	dom1_174_467	UP000000589_10090.fasta	sp|Q9Z265|CHK2_MOUSE	dom1_222_490	3.49857113691e-101	4.30581002832e-87	0.690753515831	0.683398837641	Ortholog
UP000000803_7227.fasta	sp|O61443|MK38B_DROME	dom1_18_311	UP000000589_10090.fasta	sp|P47811|MK14_MOUSE	dom1_18_308	1e-200	2.19997727261e-174	1.37523445952	1.37412251285	Ortholog
UP000000803_7227.fasta	tr|O61444|O61444_DROME	dom1_117_389	UP000000589_10090.fasta	sp|P47809|MP2K4_MOUSE	dom1_99_394	1.97352476549e-151	1.68374582405e-146	1.03627187808	1.15348234795	Ortholog
UP000000803_7227.fasta	sp|O61661|CHK1_DROME	dom1_21_279	UP000000589_10090.fasta	sp|O35280|CHK1_MOUSE	dom1_9_265	1.49184449592e-151	7.54994039712e-117	1.03710746383	0.918853817864	Ortholog
UP000000803_7227.fasta	tr|O62602|O62602_DROME	dom1_44_307	UP000000589_10090.fasta	sp|O09110|MP2K3_MOUSE	dom1_62_325	9.36827091837e-149	1.02e-130	1.01786837461	1.02859954125	Ortholog
UP000000803_7227.fasta	sp|O76324|DCO_DROME	dom1_9_275	UP000000589_10090.fasta	sp|Q9JMK2|KC1E_MOUSE	dom1_9_275	1e-200	1e-200	1.37523445952	1.58256552759	Ortholog
UP000000803_7227.fasta	sp|O96838|FYV1_DROME	dom1_1550_1796	UP000000589_10090.fasta	sp|Q9Z1T6|FYV1_MOUSE	dom1_1817_2083	5.9638913471e-147	3.86709193064e-88	1.00546465175	0.69168095986	Ortholog
UP000000803_7227.fasta	sp|O97143|PLK4_DROME	dom1_13_421	UP000000589_10090.fasta	sp|Q64702|PLK4_MOUSE	dom1_6_284	1.05849421349e-113	1.12523775265e-122	0.776837707329	0.964959484557	Ortholog
UP000000803_7227.fasta	sp|P00522|ABL_DROME	dom1_364_628	UP000000589_10090.fasta	sp|P00520|ABL1_MOUSE	dom1_241_499	1e-200	1.20995867698e-159	1.37523445952	1.25748464543	Ortholog
UP000000803_7227.fasta	sp|P05130|KPC1_DROME	dom1_350_620	UP000000589_10090.fasta	sp|P20444|KPCA_MOUSE	dom1_339_643	1e-200	1.24273891063e-170	1.37523445952	1.3444338866	Ortholog
UP000000803_7227.fasta	sp|P08181|CSK2A_DROME	dom1_37_322	UP000000589_10090.fasta	sp|Q60737|CSK21_MOUSE	dom1_39_324	1e-200	1e-200	1.37523445952	1.58256552759	Ortholog
UP000000803_7227.fasta	sp|P08630|BTKL_DROME	dom1_518_779	UP000000589_10090.fasta	sp|P24604|TEC_MOUSE	dom1_366_620	1.56595019078e-170	1.37491817938e-115	1.16760996389	0.908881017448	Ortholog
UP000000803_7227.fasta	sp|P09208|INSR_DROME	dom1_1370_1652	UP000000589_10090.fasta	sp|Q60751|IGF1R_MOUSE	dom1_1000_1273	1e-200	1.6397255868e-134	1.37523445952	1.0586194562	Ortholog
UP000000803_7227.fasta	sp|P13368|7LESS_DROME	dom1_2209_2483	UP000000589_10090.fasta	sp|Q78DX7|ROS1_MOUSE	dom1_1948_2213	3.71565606589e-90	3.1296006135e-101	0.614935844419	0.795274873025	Ortholog
UP000000803_7227.fasta	sp|P13678|KPC3_DROME	dom1_405_665	UP000000589_10090.fasta	sp|P16054|KPCE_MOUSE	dom1_408_668	1e-200	2.47e-165	1.37523445952	1.30250921695	Ortholog
UP000000803_7227.fasta	sp|P16912|KAPC3_DROME	dom1_269_576	UP000000589_10090.fasta	sp|Q922R0|PRKX_MOUSE	dom1_45_300	1.3164953475e-151	5.77025129435e-135	1.03748086906	1.06220852845	Ortholog
UP000000803_7227.fasta	sp|P18431|SGG_DROME	dom1_52_338	UP000000589_10090.fasta	sp|Q9WV60|GSK3B_MOUSE	dom1_48_371	1e-200	1e-200	1.37523445952	1.58256552759	Ortholog
UP000000803_7227.fasta	sp|P23572|CDK1_DROME	dom1_3_287	UP000000589_10090.fasta	sp|P11440|CDK1_MOUSE	dom1_3_287	3.31e-164	1.24e-163	1.12411782995	1.28905167529	Ortholog
UP000000803_7227.fasta	sp|P23647|FUSED_DROME	dom1_1_273	UP000000589_10090.fasta	sp|Q69ZM6|STK36_MOUSE	dom1_3_255	4.97183064877e-91	1.29903810568e-100	0.620942312807	0.790383693356	Ortholog
UP000000803_7227.fasta	sp|P32865|GPRK1_DROME	dom1_191_454	UP000000589_10090.fasta	sp|Q99MK8|ARBK1_MOUSE	dom1_191_472	1e-200	1.76898275854e-170	1.37523445952	1.3432205043	Ortholog
UP000000803_7227.fasta	sp|P32866|GPRK2_DROME	dom1_309_574	UP000000589_10090.fasta	sp|Q8VEB1|GRK5_MOUSE	dom1_186_448	1e-200	2.78517503938e-148	1.37523445952	1.1675784493	Ortholog
UP000000803_7227.fasta	sp|P48609|CDK5_DROME	dom1_4_286	UP000000589_10090.fasta	sp|P49615|CDK5_MOUSE	dom1_4_289	2.62998098852e-175	1.63996951191e-172	1.20044248558	1.35930639527	Ortholog
UP000000803_7227.fasta	sp|P49071|MAPK2_DROME	dom1_17_283	UP000000589_10090.fasta	sp|P49138|MAPK2_MOUSE	dom1_35_318	1.27281577614e-171	2.87374320356e-142	1.17510507692	1.11999390492	Ortholog
UP000000803_7227.fasta	sp|P49657|MNB_DROME	dom1_164_484	UP000000589_10090.fasta	sp|Q61214|DYR1A_MOUSE	dom1_159_479	1e-200	1e-200	1.37523445952	1.58256552759	Ortholog
UP000000803_7227.fasta	sp|P49762|DOA_DROME	dom1_479_799	UP000000589_10090.fasta	sp|O35491|CLK2_MOUSE	dom1_162_478	1.99248588452e-190	7.04485627958e-176	1.30441404319	1.38594859819	Ortholog
UP000000803_7227.fasta	sp|P52304|POLO_DROME	dom1_25_321	UP000000589_10090.fasta	sp|Q07832|PLK1_MOUSE	dom1_51_305	1e-200	9.98959458637e-130	1.37523445952	1.02075834297	Ortholog
UP000000803_7227.fasta	sp|P54350|WEE1_DROME	dom1_235_517	UP000000589_10090.fasta	sp|P47810|WEE1_MOUSE	dom1_297_568	7.31846978541e-125	5.29395882115e-103	0.853577634387	0.809294095897	Ortholog
UP000000803_7227.fasta	sp|P54367|KC1A_DROME	dom1_20_286	UP000000589_10090.fasta	sp|Q8BK63|KC1A_MOUSE	dom1_17_283	1e-200	6e-172	1.37523445952	1.354848977	Ortholog
UP000000803_7227.fasta	sp|P83098|STLK_DROME	dom1_10_298	UP000000589_10090.fasta	sp|Q3UUJ4|STRAA_MOUSE	dom1_69_379	8.43442944128e-52	8.09444253794e-53	0.351193240859	0.412193538057	Ortholog
UP000000803_7227.fasta	sp|P83102|DYRK3_DROME	dom1_276_589	UP000000589_10090.fasta	sp|Q5U4C9|DYRK2_MOUSE	dom1_220_533	1e-200	1e-200	1.37523445952	1.58256552759	Ortholog
UP000000803_7227.fasta	sp|P83103|HASP_DROME	dom1_248_491	UP000000589_10090.fasta	sp|Q9Z0R0|HASP_MOUSE	dom1_440_678	5.91829367301e-80	1.41492049247e-66	0.544784027546	0.521053907479	Ortholog
UP000000803_7227.fasta	tr|P91634|P91634_DROME	dom1_722_1086	UP000000589_10090.fasta	sp|O35904|PK3CD_MOUSE	dom1_675_1041	1e-200	6.81498349228e-141	1.37523445952	1.10911363358	Ortholog
UP000000803_7227.fasta	sp|Q00168|KCC2A_DROME	dom1_12_294	UP000000589_10090.fasta	sp|Q6PHZ2|KCC2D_MOUSE	dom1_10_294	1e-200	1e-200	1.37523445952	1.58256552759	Ortholog
UP000000803_7227.fasta	sp|Q03043|KGP24_DROME	dom1_768_1036	UP000000589_10090.fasta	sp|P0C605|KGP1_MOUSE	dom1_359_629	1e-200	1.48499158247e-155	1.37523445952	1.22512946153	Ortholog
UP000000803_7227.fasta	sp|Q05652|KPEL_DROME	dom1_212_497	UP000000589_10090.fasta	sp|Q62406|IRAK1_MOUSE	dom1_211_519	5.39962961693e-43	2.43314611152e-44	0.290639547949	0.345108733748	Ortholog
UP000000803_7227.fasta	tr|Q0E8Y1|Q0E8Y1_DROME	dom1_77_478	UP000000589_10090.fasta	sp|P70182|PI51A_MOUSE	dom1_65_440	1e-200	1e-200	1.37523445952	1.58256552759	Ortholog
UP000000803_7227.fasta	tr|Q0E981|Q0E981_DROME	dom1_15_282	UP000000589_10090.fasta	sp|Q8VDU5|SNRK_MOUSE	dom1_11_318	2.39582971014e-190	7.29218760044e-166	1.30386353208	1.30670174259	Ortholog
UP000000803_7227.fasta	sp|Q0KHQ5|TAO_DROME	dom1_8_295	UP000000589_10090.fasta	sp|Q5F2E8|TAOK1_MOUSE	dom1_27_308	1.34548875878e-178	1.13995613951e-158	1.22307246738	1.24977662073	Ortholog
UP000000803_7227.fasta	sp|Q0KHT7|DAPKR_DROME	dom1_36_295	UP000000589_10090.fasta	sp|Q8BG48|ST17B_MOUSE	dom1_31_298	8.0392785746e-72	1.66481230173e-76	0.488859976832	0.599623275206	Ortholog
UP000000803_7227.fasta	tr|Q0KHV6|Q0KHV6_DROME	dom1_331_636	UP000000589_10090.fasta	sp|Q99MQ3|PINK1_MOUSE	dom1_156_508	5.55844402688e-74	2.83294899354e-80	0.503714323212	0.629447723713	Ortholog
UP000000803_7227.fasta	sp|Q23977|HEP_DROME	dom1_197_456	UP000000589_10090.fasta	sp|Q8CE90|MP2K7_MOUSE	dom1_136_397	4.082021558e-138	7.00495538887e-130	0.944711293294	1.02197804592	Ortholog
UP000000803_7227.fasta	tr|Q24171|Q24171_DROME	dom1_676_942	UP000000589_10090.fasta	sp|Q3UVC0|KSR2_MOUSE	dom1_676_940	4.1421009162e-99	6.86495447909e-101	0.67649694175	0.792575421818	Ortholog
UP000000803_7227.fasta	sp|Q24210|CSKP_DROME	dom1_12_278	UP000000589_10090.fasta	sp|O70589|CSKP_MOUSE	dom1_12_277	1e-200	6.77999262536e-140	1.37523445952	1.10121849575	Ortholog
UP000000803_7227.fasta	tr|Q24216|Q24216_DROME	dom1_8_295	UP000000589_10090.fasta	sp|Q03147|CDK7_MOUSE	dom1_11_295	1.11995535625e-171	5.89489609747e-162	1.17548715032	1.27578143233	Ortholog
UP000000803_7227.fasta	sp|Q24324|DSOR1_DROME	dom1_85_364	UP000000589_10090.fasta	sp|P31938|MP2K1_MOUSE	dom1_66_363	7.2121425388e-178	5.49909083395e-153	1.21805847099	1.20480483436	Ortholog
UP000000803_7227.fasta	sp|Q24488|ROR1_DROME	dom1_405_676	UP000000589_10090.fasta	sp|Q9Z139|ROR1_MOUSE	dom1_473_749	4.18408890919e-133	2.16990783214e-118	0.91025668066	0.931051459359	Ortholog
UP000000803_7227.fasta	tr|Q59DZ7|Q59DZ7_DROME	dom1_759_1040	UP000000589_10090.fasta	sp|Q62371|DDR2_MOUSE	dom1_563_854	9.45970401228e-83	4.71423376595e-93	0.56401199854	0.730564384252	Ortholog
UP000000803_7227.fasta	sp|Q5EAK6|ATM_DROME	dom1_2401_2730	UP000000589_10090.fasta	sp|Q62388|ATM_MOUSE	dom1_2693_2978	1.04627912146e-148	2.71801398083e-122	1.01753840004	0.961928813083	Ortholog
UP000000803_7227.fasta	sp|Q70PP2|SMG1_DROME	dom1_1894_2213	UP000000589_10090.fasta	sp|Q8BKX6|SMG1_MOUSE	dom1_2119_2472	2.71263709331e-167	4.57423217601e-128	1.14534069772	1.00761695352	Ortholog
UP000000803_7227.fasta	tr|Q7JMV3|Q7JMV3_DROME	dom1_25_311	UP000000589_10090.fasta	sp|Q8BW96|KCC1D_MOUSE	dom1_23_279	2.3596609926e-154	6.63969878835e-131	1.05636675565	1.03007490216	Ortholog
UP000000803_7227.fasta	tr|Q7K306|Q7K306_DROME	dom1_24_312	UP000000589_10090.fasta	sp|Q64261|CDK6_MOUSE	dom1_13_300	5.19952882481e-97	9.05498757592e-98	0.662065621111	0.767885419822	Ortholog
UP000000803_7227.fasta	tr|Q7KJ08|Q7KJ08_DROME	dom1_1193_1466	UP000000589_10090.fasta	sp|P97793|ALK_MOUSE	dom1_1120_1389	1.86903718529e-165	1.89997368403e-115	1.13270073733	0.907769496762	Ortholog
UP000000803_7227.fasta	sp|Q7KRY6|NHK1_DROME	dom1_47_329	UP000000589_10090.fasta	sp|Q80X41|VRK1_MOUSE	dom1_37_326	1.71815889836e-80	6.79446833829e-75	0.548477447879	0.58687736997	Ortholog
UP000000803_7227.fasta	tr|Q7KSD3|Q7KSD3_DROME	dom1_37_326	UP000000589_10090.fasta	sp|Q6P9R2|OXSR1_MOUSE	dom1_16_306	1e-200	1.95499360613e-167	1.37523445952	1.31913843263	Ortholog
UP000000803_7227.fasta	tr|Q7KT06|Q7KT06_DROME	dom1_771_1048	UP000000589_10090.fasta	sp|P35546|RET_MOUSE	dom1_725_1008	8.17220900369e-125	4.4822985175e-116	0.853248133842	0.912732792647	Ortholog
UP000000803_7227.fasta	sp|Q7PLI7|DCLK_DROME	dom1_477_735	UP000000589_10090.fasta	sp|Q6PGN3|DCLK2_MOUSE	dom1_387_650	1.17200682592e-156	5.42976979254e-106	1.0722089029	0.832945530916	Ortholog
UP000000803_7227.fasta	sp|Q8I8U7|TRA1_DROME	dom1_3425_3712	UP000000589_10090.fasta	sp|Q80YV3|TRRAP_MOUSE	dom1_2202_2489	1e-200	1.89e-134	1.37523445952	1.05813130888	Ortholog
UP000000803_7227.fasta	sp|Q8IMC6|ASATR_DROME	dom1_173_433	UP000000589_10090.fasta	sp|Q6PCN3|TTBK1_MOUSE	dom1_34_295	1.79737586498e-156	8.76498716485e-161	1.07093193743	1.26650542129	Ortholog
UP000000803_7227.fasta	tr|Q8IMF4|Q8IMF4_DROME	dom1_172_350	UP000000589_10090.fasta	sp|O55229|CHKB_MOUSE	dom1_69_385	2.32600515907e-44	1.07855458833e-44	0.300030702936	0.347904541949	Ortholog
UP000000803_7227.fasta	tr|Q8INJ8|Q8INJ8_DROME	dom1_798_1046	UP000000589_10090.fasta	sp|P41241|CSK_MOUSE	dom1_192_446	1.05992452561e-160	7.88442769007e-117	1.10001377276	0.918704845816	Ortholog
UP000000803_7227.fasta	sp|Q8IR79|LIMK1_DROME	dom1_399_694	UP000000589_10090.fasta	sp|P53668|LIMK1_MOUSE	dom1_334_611	2.32637056378e-173	2.43647286051e-114	1.18705646023	0.899001973019	Ortholog
UP000000803_7227.fasta	tr|Q8MQJ7|Q8MQJ7_DROME	dom1_1_274	UP000000589_10090.fasta	sp|O70405|ULK1_MOUSE	dom1_7_278	8.35595595967e-110	3.54592724122e-124	0.750039148402	0.97684070979	Ortholog
UP000000803_7227.fasta	tr|Q8MSQ4|Q8MSQ4_DROME	dom1_1280_1542	UP000000589_10090.fasta	sp|O08648|M3K4_MOUSE	dom1_1328_1591	7.3108822997e-116	1.91499347257e-115	0.79169518137	0.907742437168	Ortholog
UP000000803_7227.fasta	tr|Q8SXX1|Q8SXX1_DROME	dom1_24_403	UP000000589_10090.fasta	sp|Q80XI4|PI42B_MOUSE	dom1_30_415	6.29821403257e-153	6.3654379268e-153	1.04655880488	1.20430207391	Ortholog
UP000000803_7227.fasta	sp|Q8T0S6|HIPPO_DROME	dom1_41_294	UP000000589_10090.fasta	sp|Q9JI10|STK3_MOUSE	dom1_27_290	1.08637010268e-171	6.70874056735e-162	1.1755780733	1.27533700961	Ortholog
UP000000803_7227.fasta	tr|Q8T9L5|Q8T9L5_DROME	dom1_167_440	UP000000589_10090.fasta	sp|Q9WTK7|STK11_MOUSE	dom1_44_365	2.00399600798e-148	9.35970084992e-137	1.01559760527	1.07637195785	Ortholog
UP000000803_7227.fasta	tr|Q94533|Q94533_DROME	dom1_77_392	UP000000589_10090.fasta	sp|Q8BSK8|KS6B1_MOUSE	dom1_90_352	1e-200	2.81803122765e-157	1.37523445952	1.23875359558	Ortholog
UP000000803_7227.fasta	sp|Q95RR8|PAN3_DROME	dom1_385_654	UP000000589_10090.fasta	sp|Q640Q5|PAN3_MOUSE	dom1_425_695	2.67449995326e-167	5.08299124532e-88	1.14538298	0.690741431337	Ortholog
UP000000803_7227.fasta	tr|Q95SH0|Q95SH0_DROME	dom1_575_853	UP000000589_10090.fasta	sp|Q8CEE6|PASK_MOUSE	dom1_1057_1325	8.86820162152e-99	1.8846750383e-103	0.674223576852	0.812843347893	Ortholog
UP000000803_7227.fasta	tr|Q95TN8|Q95TN8_DROME	dom1_57_242	UP000000589_10090.fasta	sp|Q8C0P0|GWL_MOUSE	dom1_34_821	8.38951726859e-70	2.64907531037e-74	0.474980286252	0.582201372897	Ortholog
UP000000803_7227.fasta	tr|Q9I7D0|Q9I7D0_DROME	dom1_20_297	UP000000589_10090.fasta	sp|Q9DB30|PHKG2_MOUSE	dom1_21_291	5.84333808709e-128	1.06489436096e-128	0.874878360861	1.01262586581	Ortholog
UP000000803_7227.fasta	sp|Q9NBK5|TRC_DROME	dom1_92_394	UP000000589_10090.fasta	sp|Q7TSE6|ST38L_MOUSE	dom1_87_390	1e-200	1e-200	1.37523445952	1.58256552759	Ortholog
UP000000803_7227.fasta	sp|Q9NI63|PMYT1_DROME	dom1_84_367	UP000000589_10090.fasta	sp|Q9ESG9|PMYT1_MOUSE	dom1_97_353	3.43204020955e-79	5.79274546308e-85	0.539535061157	0.666553776097	Ortholog
UP000000803_7227.fasta	sp|Q9NIV1|E2AK3_DROME	dom2_895_1123	UP000000589_10090.fasta	sp|Q9Z2B5|E2AK3_MOUSE	dom1_589_1075	4.343270657e-114	6.5902807224e-62	0.779497903069	0.484115468025	Ortholog
UP000000803_7227.fasta	sp|Q9V3D5|DYRK2_DROME	dom1_198_494	UP000000589_10090.fasta	sp|Q8BI55|DYRK4_MOUSE	dom1_219_515	7.1714712577e-165	2.04e-151	1.12868511927	1.19238692318	Ortholog
UP000000803_7227.fasta	sp|Q9V3I5|JIL1_DROME	dom1_261_530	UP000000589_10090.fasta	sp|Q8C050|KS6A5_MOUSE	dom1_48_317	1.18362578546e-169	1.12e-132	1.16156968334	1.04410379448	Ortholog
UP000000803_7227.fasta	sp|Q9V3Q6|M3K7_DROME	dom1_16_273	UP000000589_10090.fasta	sp|Q62073|M3K7_MOUSE	dom1_31_298	2.2716513817e-106	6.45378958442e-106	0.726423996733	0.832351804676	Ortholog
UP000000803_7227.fasta	tr|Q9V3Y8|Q9V3Y8_DROME	dom1_10_330	UP000000589_10090.fasta	sp|Q9WUN2|TBK1_MOUSE	dom1_9_304	1.42996503454e-157	1.86349134691e-141	1.07849100638	1.11356964298	Ortholog
UP000000803_7227.fasta	sp|Q9V3Z1|TRIB_DROME	dom1_140_397	UP000000589_10090.fasta	sp|Q8K4K3|TRIB2_MOUSE	dom1_64_308	3.4233901326e-57	6.81762421962e-61	0.388266806708	0.476086091199	Ortholog
UP000000803_7227.fasta	tr|Q9V400|Q9V400_DROME	dom1_181_445	UP000000589_10090.fasta	sp|O55222|ILK_MOUSE	dom1_193_448	1e-200	1.09981816679e-120	1.37523445952	0.949212351479	Ortholog
UP000000803_7227.fasta	sp|Q9V422|RYK2_DROME	dom1_315_576	UP000000589_10090.fasta	sp|Q01887|RYK_MOUSE	dom1_317_586	1.74114904589e-118	1.30441557795e-95	0.809732301633	0.750805358873	Ortholog
UP000000803_7227.fasta	sp|Q9V6K3|ROR2_DROME	dom1_439_713	UP000000589_10090.fasta	sp|Q61006|MUSK_MOUSE	dom1_574_860	6.05154525721e-122	7.93817989214e-130	0.833516773013	1.02154825624	Ortholog
UP000000803_7227.fasta	sp|Q9V9J3|SRC42_DROME	dom1_241_502	UP000000589_10090.fasta	sp|Q922K9|FRK_MOUSE	dom1_234_501	1e-200	2.51982142224e-139	1.37523445952	1.09670707191	Ortholog
